Zeit_s;Kraft_N;Weg_mm;Durchbiegung fm_mm;Biegespannung_MPa
1,220000;0,674286;0,004869;0,000000;0,240673
1,240000;0,687008;0,004961;0,000000;0,245214
1,260000;0,699731;0,005053;0,000000;0,249755
1,280000;0,712453;0,005144;0,000000;0,254296
1,300000;0,725175;0,005236;0,000000;0,258837
1,320000;0,737898;0,005328;0,000000;0,263378
1,340000;0,750620;0,005420;0,000000;0,267919
1,360000;0,763342;0,005512;0,000000;0,272460
1,380000;0,776065;0,005604;0,000000;0,277001
1,400000;0,788787;0,005696;0,000000;0,281542
1,420000;0,801510;0,005788;0,000000;0,286083
1,440000;0,814232;0,005879;0,000000;0,290624
1,460000;0,826954;0,005971;0,000000;0,295165
1,480000;0,839677;0,006063;0,000000;0,299706
1,500000;0,852399;0,006155;0,000000;0,304247
1,520000;0,865121;0,006247;0,000000;0,308788
1,540000;0,877844;0,006339;0,000000;0,313329
1,560000;0,890566;0,006431;0,000000;0,317870
1,580000;0,903289;0,006522;0,000000;0,322411
1,600000;0,916011;0,006614;0,000000;0,326952
1,620000;0,928733;0,006706;0,000000;0,331493
1,640000;0,941456;0,006798;0,000000;0,336034
1,660000;0,954178;0,006890;0,000000;0,340575
1,680000;0,966900;0,006982;0,000000;0,345116
1,700000;0,979623;0,007074;0,000000;0,349657
1,720000;0,992345;0,007165;0,000000;0,354198
1,740000;1,005068;0,007257;0,000000;0,358739
1,760000;1,017790;0,007349;0,000000;0,363280
1,780000;1,030512;0,007441;0,000000;0,367821
1,800000;1,043235;0,007533;0,000000;0,372362
1,820000;1,055957;0,007625;0,000000;0,376903
1,840000;1,068679;0,007717;0,000000;0,381444
1,860000;1,081402;0,007809;0,000000;0,385985
1,880000;1,094124;0,007900;0,000000;0,390526
1,900000;1,106847;0,007992;0,000000;0,395067
1,920000;1,119569;0,008084;0,000000;0,399608
1,940000;1,132291;0,008176;0,000000;0,404149
1,960000;1,145014;0,008268;0,000000;0,408690
1,980000;1,157736;0,008360;0,000000;0,413231
2,000000;1,170458;0,008452;0,000000;0,417772
2,020000;1,183181;0,008543;0,000000;0,422313
2,040000;1,195903;0,008635;0,000000;0,426854
2,060000;1,208626;0,008727;0,000000;0,431395
2,080000;1,221348;0,008819;0,000000;0,435936
2,100000;1,234070;0,008911;0,000000;0,440477
2,120000;1,246793;0,009003;0,000000;0,445018
2,140000;1,259515;0,009095;0,000000;0,449559
2,160000;1,272237;0,009187;0,000000;0,454100
2,180000;1,284960;0,009278;0,000000;0,458641
2,200000;1,297682;0,009370;0,000000;0,463182
2,220000;1,310405;0,009462;0,000000;0,467723
2,240000;1,323127;0,009554;0,000000;0,472264
2,260000;1,335849;0,009646;0,000000;0,476805
2,280000;1,348572;0,009738;0,000000;0,481346
2,300000;1,361294;0,009830;0,000000;0,485887
2,320000;1,374016;0,009921;0,000000;0,490428
2,340000;1,386739;0,010013;0,000000;0,494969
2,360000;1,399461;0,010105;0,000000;0,499510
2,380000;1,412184;0,010197;0,000000;0,504051
2,400000;1,424906;0,010289;0,000000;0,508592
2,420000;1,437628;0,010381;0,000000;0,513133
2,440000;1,450351;0,010473;0,000000;0,517674
2,460000;1,463073;0,010565;0,000000;0,522215
2,480000;1,475795;0,010656;0,000000;0,526756
2,500000;1,488518;0,010748;0,000000;0,531297
2,520000;1,501240;0,010840;0,000000;0,535838
2,540000;1,513963;0,010932;0,000000;0,540379
2,560000;1,526685;0,011024;0,000000;0,544920
2,580000;1,539407;0,011116;0,000000;0,549461
2,600000;1,552130;0,011208;0,000000;0,554002
2,620000;1,564852;0,011299;0,000000;0,558543
2,640000;1,577574;0,011391;0,000000;0,563084
2,660000;1,590297;0,011483;0,000000;0,567625
2,680000;1,603019;0,011575;0,000000;0,572166
2,700000;1,615742;0,011667;0,000000;0,576707
2,720000;1,628464;0,011759;0,000000;0,581248
2,740000;1,641186;0,011851;0,000000;0,585789
2,760000;1,653909;0,011942;0,000000;0,590330
2,780000;1,666631;0,012034;0,000000;0,594871
2,800000;1,679353;0,012126;0,000000;0,599412
2,820000;1,692076;0,012218;0,000000;0,603953
2,840000;1,704798;0,012310;0,000000;0,608494
2,860000;1,717521;0,012402;0,000000;0,613035
2,880000;1,730243;0,012494;0,000000;0,617576
2,900000;1,742965;0,012586;0,000000;0,622117
2,920000;1,755688;0,012677;0,000000;0,626658
2,940000;1,768410;0,012769;0,000000;0,631199
2,960000;1,781132;0,012861;0,000000;0,635740
2,980000;1,793855;0,012953;0,000000;0,640281
3,000000;1,806577;0,013045;0,000000;0,644822
3,020000;1,819300;0,013137;0,000000;0,649363
3,040000;1,832022;0,013229;0,000000;0,653904
3,060000;1,844744;0,013320;0,000000;0,658445
3,080000;1,857467;0,013412;0,000000;0,662986
3,100000;1,870189;0,013504;0,000000;0,667527
3,120000;1,882911;0,013596;0,000000;0,672068
3,140000;1,895634;0,013688;0,000000;0,676609
3,160000;1,908356;0,013780;0,000000;0,681150
3,180000;1,921079;0,013872;0,000000;0,685691
3,200000;1,933801;0,013964;0,000000;0,690232
3,220000;1,946523;0,014055;0,000000;0,694773
3,240000;1,959246;0,014147;0,000000;0,699314
3,260000;1,971968;0,014239;0,000000;0,703855
3,280000;1,984690;0,014331;0,000000;0,708396
3,300000;1,997413;0,014423;0,000000;0,712937
3,320000;2,010135;0,014515;0,000000;0,717478
3,340000;2,022858;0,014607;0,000000;0,722019
3,360000;2,035580;0,014698;0,000000;0,726560
3,380000;2,048302;0,014790;0,000000;0,731101
3,400000;2,061025;0,014882;0,000000;0,735642
3,420000;2,073747;0,014974;0,000000;0,740183
3,440000;2,086469;0,015066;0,000000;0,744724
3,460000;2,099192;0,015158;0,000000;0,749265
3,480000;2,111914;0,015250;0,000000;0,753806
3,500000;2,124637;0,015342;0,000000;0,758347
3,520000;2,137359;0,015433;0,000000;0,762888
3,540000;2,150081;0,015525;0,000000;0,767429
3,560000;2,162804;0,015617;0,000000;0,771970
3,580000;2,175526;0,015709;0,000000;0,776511
3,600000;2,188248;0,015801;0,000000;0,781052
3,620000;2,200971;0,015893;0,000000;0,785593
3,640000;2,213693;0,015985;0,000000;0,790134
3,660000;2,226416;0,016076;0,000000;0,794675
3,680000;2,239138;0,016168;0,000000;0,799216
3,700000;2,251860;0,016260;0,000000;0,803757
3,720000;2,264583;0,016352;0,000000;0,808298
3,740000;2,277305;0,016444;0,000000;0,812839
3,760000;2,290027;0,016536;0,000000;0,817380
3,780000;2,302750;0,016628;0,000000;0,821921
3,800000;2,315472;0,016719;0,000000;0,826462
3,820000;2,328195;0,016811;0,000000;0,831003
3,840000;2,340917;0,016903;0,000000;0,835544
3,860000;2,353639;0,016995;0,000000;0,840085
3,880000;2,366362;0,017087;0,000000;0,844626
3,900000;2,379084;0,017179;0,000000;0,849167
3,920000;2,391806;0,017271;0,000000;0,853708
3,940000;2,404529;0,017363;0,000000;0,858249
3,960000;2,417251;0,017454;0,000000;0,862790
3,980000;2,429974;0,017546;0,000000;0,867331
4,000000;2,442696;0,017638;0,000000;0,871872
4,020000;2,455418;0,017730;0,000000;0,876413
4,040000;2,468141;0,017822;0,000000;0,880954
4,060000;2,480863;0,017914;0,000000;0,885495
4,080000;2,493585;0,018006;0,000000;0,890036
4,100000;2,506308;0,018097;0,000000;0,894577
4,120000;2,519030;0,018189;0,000000;0,899118
4,140000;2,531753;0,018281;0,000000;0,903659
4,160000;2,544475;0,018373;0,000000;0,908200
4,180000;2,557197;0,018465;0,000000;0,912741
4,200000;2,569920;0,018557;0,000000;0,917282
4,220000;2,582642;0,018649;0,000000;0,921823
4,240000;2,595364;0,018741;0,000000;0,926364
4,260000;2,608087;0,018832;0,000000;0,930905
4,280000;2,620809;0,018924;0,000000;0,935446
4,300000;2,633532;0,019016;0,000000;0,939987
4,320000;2,646254;0,019108;0,000000;0,944528
4,340000;2,658976;0,019200;0,000000;0,949069
4,360000;2,671699;0,019292;0,000000;0,953610
4,380000;2,684421;0,019384;0,000000;0,958151
4,400000;2,697143;0,019475;0,000000;0,962692
4,420000;2,709866;0,019567;0,000000;0,967233
4,440000;2,722588;0,019659;0,000000;0,971774
4,460000;2,735311;0,019751;0,000000;0,976315
4,480000;2,748033;0,019843;0,000000;0,980856
4,500000;2,760755;0,019935;0,000000;0,985397
4,520000;2,773478;0,020027;0,000000;0,989938
4,540000;2,786200;0,020119;0,000000;0,994479
4,560000;2,798922;0,020210;0,000000;0,999020
4,580000;2,811645;0,020302;0,000000;1,003561
4,600000;2,824367;0,020394;0,000000;1,008102
4,620000;2,837090;0,020486;0,000000;1,012643
4,640000;2,849812;0,020578;0,000000;1,017184
4,660000;2,862534;0,020670;0,000000;1,021725
4,680000;2,875257;0,020762;0,000000;1,026266
4,700000;2,887979;0,020853;0,000000;1,030807
4,720000;2,900701;0,020945;0,000000;1,035348
4,740000;2,913424;0,021037;0,000000;1,039890
4,760000;2,926146;0,021129;0,000000;1,044431
4,780000;2,938869;0,021221;0,000000;1,048972
4,800000;2,951591;0,021313;0,000000;1,053513
4,820000;2,964313;0,021405;0,000000;1,058054
4,840000;2,977036;0,021496;0,000000;1,062595
4,860000;2,989758;0,021588;0,000000;1,067136
4,880000;3,002480;0,021680;0,000000;1,071677
4,900000;3,015203;0,021772;0,000000;1,076218
4,920000;3,027925;0,021864;0,000000;1,080759
4,940000;3,040647;0,021956;0,000000;1,085300
4,960000;3,053370;0,022048;0,000000;1,089841
4,980000;3,066092;0,022140;0,000000;1,094382
5,000000;3,078815;0,022231;0,000000;1,098923
5,020000;3,091537;0,022323;0,000000;1,103464
5,040000;3,104259;0,022415;0,000000;1,108005
5,060000;3,116982;0,022507;0,000000;1,112546
5,080000;3,129704;0,022599;0,000000;1,117087
5,100000;3,142426;0,022691;0,000000;1,121628
5,120000;3,155149;0,022783;0,000000;1,126169
5,140000;3,167871;0,022874;0,000000;1,130710
5,160000;3,180594;0,022966;0,000000;1,135251
5,180000;3,193316;0,023058;0,000000;1,139792
5,200000;3,206038;0,023150;0,000000;1,144333
5,220000;3,218761;0,023242;0,000000;1,148874
5,240000;3,231483;0,023334;0,000000;1,153415
5,260000;3,244205;0,023426;0,000000;1,157956
5,280000;3,256928;0,023518;0,000000;1,162497
5,300000;3,269650;0,023609;0,000000;1,167038
5,320000;3,282373;0,023701;0,000000;1,171579
5,340000;3,295095;0,023793;0,000000;1,176120
5,360000;3,307817;0,023885;0,000000;1,180661
5,380000;3,320540;0,023977;0,000000;1,185202
5,400000;3,333262;0,024069;0,000000;1,189743
5,420000;3,345984;0,024161;0,000000;1,194284
5,440000;3,358707;0,024252;0,000000;1,198825
5,460000;3,371429;0,024344;0,000000;1,203366
5,480000;3,384152;0,024436;0,000000;1,207907
5,500000;3,396874;0,024528;0,000000;1,212448
5,520000;3,409596;0,024620;0,000000;1,216989
5,540000;3,422319;0,024712;0,000000;1,221530
5,560000;3,435041;0,024804;0,000000;1,226071
5,580000;3,447763;0,024896;0,000000;1,230612
5,600000;3,460486;0,024987;0,000000;1,235153
5,620000;3,473208;0,025079;0,000000;1,239694
5,640000;3,485931;0,025171;0,000000;1,244235
5,660000;3,498653;0,025263;0,000000;1,248776
5,680000;3,511375;0,025355;0,000000;1,253317
5,700000;3,524098;0,025447;0,000000;1,257858
5,720000;3,536820;0,025539;0,000000;1,262399
5,740000;3,549542;0,025630;0,000000;1,266940
5,760000;3,562265;0,025722;0,000000;1,271481
5,780000;3,574987;0,025814;0,000000;1,276022
5,800000;3,587710;0,025906;0,000000;1,280563
5,820000;3,600432;0,025998;0,000000;1,285104
5,840000;3,613154;0,026090;0,000000;1,289645
5,860000;3,625877;0,026182;0,000000;1,294186
5,880000;3,638599;0,026273;0,000000;1,298727
5,900000;3,651321;0,026365;0,000000;1,303268
5,920000;3,664044;0,026457;0,000000;1,307809
5,940000;3,676766;0,026549;0,000000;1,312350
5,960000;3,689489;0,026641;0,000000;1,316891
5,980000;3,702211;0,026733;0,000000;1,321432
6,000000;3,714933;0,026825;0,000000;1,325973
6,020000;3,727656;0,026917;0,000000;1,330514
6,040000;3,740378;0,027008;0,000000;1,335055
6,060000;3,753100;0,027100;0,000000;1,339596
6,080000;3,765823;0,027192;0,000000;1,344137
6,100000;3,778545;0,027284;0,000000;1,348678
6,120000;3,791268;0,027376;0,000000;1,353219
6,140000;3,803990;0,027468;0,000000;1,357760
6,160000;3,816712;0,027560;0,000000;1,362301
6,180000;3,829435;0,027651;0,000000;1,366842
6,200000;3,842157;0,027743;0,000000;1,371383
6,220000;3,854879;0,027835;0,000000;1,375924
6,240000;3,867602;0,027927;0,000000;1,380465
6,260000;3,880324;0,028019;0,000000;1,385006
6,280000;3,893047;0,028111;0,000000;1,389547
6,300000;3,905769;0,028203;0,000000;1,394088
6,320000;3,918491;0,028295;0,000000;1,398629
6,340000;3,931214;0,028386;0,000000;1,403170
6,360000;3,943936;0,028478;0,000000;1,407711
6,380000;3,956658;0,028570;0,000000;1,412252
6,400000;3,969381;0,028662;0,000000;1,416793
6,420000;3,982103;0,028754;0,000000;1,421334
6,440000;3,994826;0,028846;0,000000;1,425875
6,460000;4,007548;0,028938;0,000000;1,430416
6,480000;4,020270;0,029029;0,000000;1,434957
6,500000;4,032993;0,029121;0,000000;1,439498
6,520000;4,045715;0,029213;0,000000;1,444039
6,540000;4,058437;0,029305;0,000000;1,448580
6,560000;4,071160;0,029397;0,000000;1,453121
6,580000;4,083882;0,029489;0,000000;1,457662
6,600000;4,096605;0,029581;0,000000;1,462203
6,620000;4,109327;0,029673;0,000000;1,466744
6,640000;4,122049;0,029764;0,000000;1,471285
6,660000;4,134772;0,029856;0,000000;1,475826
6,680000;4,147494;0,029948;0,000000;1,480367
6,700000;4,160216;0,030040;0,000000;1,484908
6,720000;4,172939;0,030132;0,000000;1,489449
6,740000;4,185661;0,030224;0,000000;1,493990
6,760000;4,198384;0,030316;0,000000;1,498531
6,780000;4,211106;0,030407;0,000000;1,503072
6,800000;4,223828;0,030499;0,000000;1,507613
6,820000;4,236551;0,030591;0,000000;1,512154
6,840000;4,249273;0,030683;0,000000;1,516695
6,860000;4,261995;0,030775;0,000000;1,521236
6,880000;4,274718;0,030867;0,000000;1,525777
6,900000;4,287440;0,030959;0,000000;1,530318
6,920000;4,300163;0,031050;0,000000;1,534859
6,940000;4,312885;0,031142;0,000000;1,539400
6,960000;4,325607;0,031234;0,000000;1,543941
6,980000;4,338330;0,031326;0,000000;1,548482
7,000000;4,351052;0,031418;0,000000;1,553023
7,020000;4,363774;0,031510;0,000000;1,557564
7,040000;4,376497;0,031602;0,000000;1,562105
7,060000;4,389219;0,031694;0,000000;1,566646
7,080000;4,401942;0,031785;0,000000;1,571187
7,100000;4,414664;0,031877;0,000000;1,575728
7,120000;4,427386;0,031969;0,000000;1,580269
7,140000;4,440109;0,032061;0,000000;1,584810
7,160000;4,452831;0,032153;0,000000;1,589351
7,180000;4,465553;0,032245;0,000000;1,593892
7,200000;4,478276;0,032337;0,000000;1,598433
7,220000;4,490998;0,032428;0,000000;1,602974
7,240000;4,503721;0,032520;0,000000;1,607515
7,260000;4,516443;0,032612;0,000000;1,612056
7,280000;4,529165;0,032704;0,000000;1,616597
7,300000;4,541888;0,032796;0,000000;1,621138
7,320000;4,554610;0,032888;0,000000;1,625679
7,340000;4,567332;0,032980;0,000000;1,630220
7,360000;4,580055;0,033072;0,000000;1,634761
7,380000;4,592777;0,033163;0,000000;1,639302
7,400000;4,605500;0,033255;0,000000;1,643843
7,420000;4,618222;0,033347;0,000000;1,648384
7,440000;4,630944;0,033439;0,000000;1,652925
7,460000;4,643667;0,033531;0,000000;1,657466
7,480000;4,656389;0,033623;0,000000;1,662007
7,500000;4,669111;0,033715;0,000000;1,666548
7,520000;4,681834;0,033806;0,000000;1,671089
7,540000;4,694556;0,033898;0,000000;1,675630
7,560000;4,707279;0,033990;0,000000;1,680171
7,580000;4,720001;0,034082;0,000000;1,684712
7,600000;4,732723;0,034174;0,000000;1,689253
7,620000;4,745446;0,034266;0,000000;1,693794
7,640000;4,758168;0,034358;0,000000;1,698335
7,660000;4,770890;0,034449;0,000000;1,702876
7,680000;4,783613;0,034541;0,000000;1,707417
7,700000;4,796335;0,034633;0,000000;1,711958
7,720000;4,809058;0,034725;0,000000;1,716499
7,740000;4,821780;0,034817;0,000000;1,721040
7,760000;4,834502;0,034909;0,000000;1,725581
7,780000;4,847225;0,035001;0,000000;1,730122
7,800000;4,859947;0,035093;0,000000;1,734663
7,820000;4,872669;0,035184;0,000000;1,739204
7,840000;4,885392;0,035276;0,000000;1,743745
7,860000;4,898114;0,035368;0,000000;1,748286
7,880000;4,910837;0,035460;0,000000;1,752827
7,900000;4,923559;0,035552;0,000000;1,757368
7,920000;4,936281;0,035644;0,000000;1,761909
7,940000;4,949004;0,035736;0,000000;1,766450
7,960000;4,961726;0,035827;0,000000;1,770991
7,980000;4,974448;0,035919;0,000000;1,775532
8,000000;4,987171;0,036011;0,000000;1,780073
8,020000;4,999893;0,036103;0,000000;1,784614
8,040000;5,012616;0,036195;0,000000;1,789155
8,060000;5,025338;0,036287;0,000000;1,793696
8,080000;5,038060;0,036379;0,000000;1,798237
8,100000;5,050783;0,036471;0,000000;1,802778
8,120000;5,063505;0,036562;0,000000;1,807319
8,140000;5,076227;0,036654;0,000000;1,811860
8,160000;5,088950;0,036746;0,000000;1,816401
8,180000;5,101672;0,036838;0,000000;1,820942
8,200000;5,114395;0,036930;0,000000;1,825483
8,220000;5,127117;0,037022;0,000000;1,830024
8,240000;5,139839;0,037114;0,000000;1,834565
8,260000;5,152562;0,037205;0,000000;1,839106
8,280000;5,165284;0,037297;0,000000;1,843647
8,300000;5,178006;0,037389;0,000000;1,848188
8,320000;5,190729;0,037481;0,000000;1,852729
8,340000;5,203451;0,037573;0,000000;1,857270
8,360000;5,216174;0,037665;0,000000;1,861811
8,380000;5,228896;0,037757;0,000000;1,866352
8,400000;5,241618;0,037849;0,000000;1,870893
8,420000;5,254341;0,037940;0,000000;1,875434
8,440000;5,267063;0,038032;0,000000;1,879975
8,460000;5,279785;0,038124;0,000000;1,884516
8,480000;5,292508;0,038216;0,000000;1,889057
8,500000;5,305230;0,038308;0,000000;1,893598
8,520000;5,317953;0,038400;0,000000;1,898139
8,540000;5,330675;0,038492;0,000000;1,902680
8,560000;5,343397;0,038583;0,000000;1,907221
8,580000;5,356120;0,038675;0,000000;1,911762
8,600000;5,368842;0,038767;0,000000;1,916303
8,620000;5,381564;0,038859;0,000000;1,920844
8,640000;5,394287;0,038951;0,000000;1,925385
8,660000;5,407009;0,039043;0,000000;1,929926
8,680000;5,419732;0,039135;0,000000;1,934467
8,700000;5,432454;0,039226;0,000000;1,939008
8,720000;5,445176;0,039318;0,000000;1,943549
8,740000;5,457899;0,039410;0,000000;1,948090
8,760000;5,470621;0,039502;0,000000;1,952631
8,780000;5,483343;0,039594;0,000000;1,957172
8,800000;5,496066;0,039686;0,000000;1,961713
8,820000;5,508788;0,039778;0,000000;1,966254
8,840000;5,521511;0,039870;0,000000;1,970795
8,860000;5,534233;0,039961;0,000000;1,975336
8,880000;5,546955;0,040053;0,000000;1,979877
8,900000;5,559678;0,040145;0,000000;1,984418
8,920000;5,572400;0,040237;0,000000;1,988959
8,940000;5,585122;0,040329;0,000000;1,993500
8,960000;5,597845;0,040421;0,000000;1,998041
8,980000;5,610567;0,040513;0,000000;2,002582
9,000000;5,623290;0,040604;0,000000;2,007123
9,020000;5,636012;0,040696;0,000000;2,011664
9,040000;5,648734;0,040788;0,000000;2,016205
9,060000;5,661457;0,040880;0,000000;2,020746
9,080000;5,674179;0,040972;0,000000;2,025287
9,100000;5,686901;0,041064;0,000000;2,029828
9,120000;5,699624;0,041156;0,000000;2,034369
9,140000;5,712346;0,041248;0,000000;2,038910
9,160000;5,725069;0,041339;0,000000;2,043451
9,180000;5,737791;0,041431;0,000000;2,047992
9,200000;5,750513;0,041523;0,000000;2,052533
9,220000;5,763236;0,041615;0,000000;2,057074
9,240000;5,775958;0,041707;0,000000;2,061615
9,260000;5,788680;0,041799;0,000000;2,066156
9,280000;5,801403;0,041891;0,000000;2,070697
9,300000;5,814125;0,041982;0,000000;2,075238
9,320000;5,826848;0,042074;0,000000;2,079779
9,340000;5,839570;0,042166;0,000000;2,084320
9,360000;5,852292;0,042258;0,000000;2,088861
9,380000;5,865015;0,042350;0,000000;2,093402
9,400000;5,877737;0,042442;0,000000;2,097943
9,420000;5,890459;0,042534;0,000000;2,102484
9,440000;5,903182;0,042626;0,000000;2,107025
9,460000;5,915904;0,042717;0,000000;2,111566
9,480000;5,928627;0,042809;0,000000;2,116107
9,500000;5,941349;0,042901;0,000000;2,120648
9,520000;5,954071;0,042993;0,000000;2,125189
9,540000;5,966794;0,043085;0,000000;2,129730
9,560000;5,979516;0,043177;0,000000;2,134271
9,580000;5,992238;0,043269;0,000000;2,138812
9,600000;6,004961;0,043360;0,000000;2,143353
9,620000;6,017683;0,043452;0,000000;2,147894
9,640000;6,030405;0,043544;0,000000;2,152435
9,660000;6,043128;0,043636;0,000000;2,156976
9,680000;6,055850;0,043728;0,000000;2,161517
9,700000;6,068573;0,043820;0,000000;2,166058
9,720000;6,081295;0,043912;0,000000;2,170599
9,740000;6,094017;0,044003;0,000000;2,175140
9,760000;6,106740;0,044095;0,000000;2,179681
9,780000;6,119462;0,044187;0,000000;2,184222
9,800000;6,132184;0,044279;0,000000;2,188763
9,820000;6,144907;0,044371;0,000000;2,193304
9,840000;6,157629;0,044463;0,000000;2,197845
9,860000;6,170352;0,044555;0,000000;2,202386
9,880000;6,183074;0,044647;0,000000;2,206927
9,900000;6,195796;0,044738;0,000000;2,211468
9,920000;6,208519;0,044830;0,000000;2,216009
9,940000;6,221241;0,044922;0,000000;2,220550
9,960000;6,233963;0,045014;0,000000;2,225091
9,980000;6,246686;0,045106;0,000000;2,229632
10,000000;6,259408;0,045198;0,000000;2,234173
10,020000;6,272131;0,045290;0,000000;2,238714
10,040000;6,284853;0,045381;0,000000;2,243255
10,060000;6,297575;0,045473;0,000000;2,247796
10,080000;6,310298;0,045565;0,000000;2,252337
10,100000;6,323020;0,045657;0,000000;2,256878
10,120000;6,335742;0,045749;0,000000;2,261419
10,140000;6,348465;0,045841;0,000000;2,265960
10,160000;6,361187;0,045933;0,000000;2,270501
10,180000;6,373910;0,046025;0,000000;2,275042
10,200000;6,386632;0,046116;0,000000;2,279583
10,220000;6,399354;0,046208;0,000000;2,284124
10,240000;6,412077;0,046300;0,000000;2,288665
10,260000;6,424799;0,046392;0,000000;2,293206
10,280000;6,437521;0,046484;0,000000;2,297747
10,300000;6,450244;0,046576;0,000000;2,302288
10,320000;6,462966;0,046668;0,000000;2,306829
10,340000;6,475689;0,046759;0,000000;2,311370
10,360000;6,488411;0,046851;0,000000;2,315911
10,380000;6,501133;0,046943;0,000000;2,320452
10,400000;6,513856;0,047035;0,000000;2,324993
10,420000;6,526578;0,047127;0,000000;2,329534
10,440000;6,539300;0,047219;0,000000;2,334075
10,460000;6,552023;0,047311;0,000000;2,338616
10,480000;6,564745;0,047403;0,000000;2,343157
10,500000;6,577468;0,047494;0,000000;2,347698
10,520000;6,590190;0,047586;0,000000;2,352239
10,540000;6,602912;0,047678;0,000000;2,356780
10,560000;6,615635;0,047770;0,000000;2,361321
10,580000;6,628357;0,047862;0,000000;2,365862
10,600000;6,641079;0,047954;0,000000;2,370403
10,620000;6,653802;0,048046;0,000000;2,374944
10,640000;6,666524;0,048137;0,000000;2,379485
10,660000;6,679247;0,048229;0,000000;2,384026
10,680000;6,691969;0,048321;0,000000;2,388567
10,700000;6,704691;0,048413;0,000000;2,393108
10,720000;6,717414;0,048505;0,000000;2,397649
10,740000;6,730136;0,048597;0,000000;2,402190
10,760000;6,742858;0,048689;0,000000;2,406731
10,780000;6,755581;0,048780;0,000000;2,411272
10,800000;6,768303;0,048872;0,000000;2,415813
10,820000;6,781026;0,048964;0,000000;2,420354
10,840000;6,793748;0,049056;0,000000;2,424895
10,860000;6,806470;0,049148;0,000000;2,429436
10,880000;6,819193;0,049240;0,000000;2,433977
10,900000;6,831915;0,049332;0,000000;2,438518
10,920000;6,844637;0,049424;0,000000;2,443059
10,940000;6,857360;0,049515;0,000000;2,447600
10,960000;6,870082;0,049607;0,000000;2,452141
10,980000;6,882805;0,049699;0,000000;2,456682
11,000000;6,895527;0,049791;0,000000;2,461223
11,020000;6,908249;0,049883;0,000000;2,465764
11,040000;6,920972;0,049975;0,000000;2,470305
11,060000;6,933694;0,050067;0,000000;2,474846
11,080000;6,946416;0,050158;0,000000;2,479387
11,100000;6,959139;0,050250;0,000000;2,483928
11,120000;6,971861;0,050342;0,000000;2,488469
11,140000;6,984584;0,050434;0,000000;2,493010
11,160000;6,997306;0,050526;0,000000;2,497551
11,180000;7,010028;0,050618;0,000000;2,502092
11,200000;7,022751;0,050710;0,000000;2,506633
11,220000;7,035473;0,050802;0,000000;2,511174
11,240000;7,048195;0,050893;0,000000;2,515715
11,260000;7,060918;0,050985;0,000000;2,520256
11,280000;7,073640;0,051077;0,000000;2,524797
